Pago,DiasEnvio(Real),DiasEnvio(Programado),BeneficioPorPedido,EstadoEntrega,RiesgoEntregaTardia,Categoria,PaisCliente,IDCliente,SegmentoCliente,PaisPedido,FechaPedido,IDPedido,IDArticuloPedido,PrecioArticuloPedido,CantidadArticulosPedido,Ventas,TotalArticulosPedido,GananciaPorPedido,RegionPedido,DestinoPedido,EstadoPedido,IDProducto,CategoriaProducto,NombreProducto,PrecioProducto,FechaEnvio,ModoEnvio
DEBIT,2,1,-204.75,Late delivery,1,Shop By Sport,EE. UU.,5370,Consumer,Brasil,5/28/2015 4:31,10084,25183,3.999.000.168,4,1.599.600.067,1.279.700.012,-204.75,South America,Marañón,ON_HOLD,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,5/30/2015 4:31,First Class
DEBIT,2,1,-2.939.999.962,Late delivery,1,Cardio Equipment,EE. UU.,10572,Consumer,Brasil,03/10/2015 12:31,4695,11771,9.998.999.786,5,4.999.500.122,4.899.500.122,-2.939.999.962,South America,Mato Grosso,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,03/12/2015 12:31,First Class
DEBIT,2,1,2.138.300.018,Late delivery,1,Cardio Equipment,EE. UU.,11983,Consumer,Brasil,05/02/2015 10:09,8319,20784,9.998.999.786,5,4.999.500.122,4.549.500.122,2.138.300.018,South America,Tocantins,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,05/04/2015 10:09,First Class
DEBIT,2,1,2.023.800.049,Late delivery,1,Cardio Equipment,EE. UU.,5711,Consumer,Brasil,4/23/2017 13:21,57788,144582,9.998.999.786,5,4.999.500.122,4.399.599.915,2.023.800.049,South America,Paraná,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,4/25/2017 13:21,First Class
DEBIT,2,1,3.261.999.893,Late delivery,1,Cardio Equipment,EE. UU.,12189,Consumer,Brasil,4/13/2017 14:04,57105,142833,9.998.999.786,5,4.999.500.122,4.349.599.915,3.261.999.893,South America,São Paulo,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,4/15/2017 14:04,First Class
DEBIT,2,1,8.944.999.695,Late delivery,1,Cardio Equipment,EE. UU.,4432,Consumer,Brasil,5/24/2015 13:38,9836,24547,9.998.999.786,5,4.999.500.122,4.199.599.915,8.944.999.695,South America,Bahía,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,5/26/2015 13:38,First Class
DEBIT,2,1,9.833.999.634,Late delivery,1,Cleats,EE. UU.,7040,Consumer,Brasil,2/17/2017 6:58,53317,133212,5.999.000.168,5,2.999.500.122,2.909.500.122,9.833.999.634,South America,Pernambuco,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,2/19/2017 6:58,First Class
DEBIT,2,1,1.417.000.008,Late delivery,1,Cleats,EE. UU.,9369,Consumer,Argentina,3/24/2015 12:08,5653,14097,5.999.000.168,5,2.999.500.122,2.834.500.122,1.417.000.008,South America,Corrientes,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,3/26/2015 12:08,First Class
DEBIT,2,1,1.360.599.976,Late delivery,1,Cleats,EE. UU.,10572,Consumer,Brasil,03/10/2015 12:31,4695,11772,5.999.000.168,5,2.999.500.122,2.834.500.122,1.360.599.976,South America,Mato Grosso,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,03/12/2015 12:31,First Class
DEBIT,2,1,9.501.999.664,Late delivery,1,Shop By Sport,EE. UU.,1076,Consumer,Brasil,3/13/2017 10:26,54971,137474,3.999.000.168,5,1.999.499.969,1.979.499.969,9.501.999.664,South America,Rondônia,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,3/15/2017 10:26,First Class
DEBIT,2,1,114,Late delivery,1,Women's Apparel,EE. UU.,7584,Consumer,Brasil,6/13/2017 17:40,61294,153335,50,5,250,237.5,114,South America,Santa Catarina,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,6/15/2017 17:40,First Class
DEBIT,2,1,3.308.000.183,Late delivery,1,Women's Apparel,EE. UU.,7378,Consumer,Brasil,05/07/2015 12:26,8668,21644,50,5,250,236.25,3.308.000.183,South America,Rio Grande do Sul,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,05/09/2015 12:26,First Class
DEBIT,2,1,1.464.999.962,Late delivery,1,Women's Apparel,EE. UU.,11030,Consumer,Brasil,5/29/2015 3:59,10151,25365,50,5,250,232.5,1.464.999.962,South America,Marañón,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,5/31/2015 3:59,First Class
DEBIT,2,1,2.486.000.061,Late delivery,1,Women's Apparel,EE. UU.,11983,Consumer,Brasil,05/02/2015 10:09,8319,20782,50,5,250,220,2.486.000.061,South America,Tocantins,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,05/04/2015 10:09,First Class
DEBIT,2,1,22,Late delivery,1,Women's Apparel,EE. UU.,7150,Consumer,Brasil,5/20/2017 22:57,59665,149320,50,5,250,200,22,South America,Minas Gerais,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,5/22/2017 22:57,First Class
DEBIT,2,1,5.806.000.137,Late delivery,1,Electronics,EE. UU.,7040,Consumer,Brasil,2/17/2017 6:58,53317,133213,3.198.999.977,5,1.599.499.969,1.599.499.969,5.806.000.137,South America,Pernambuco,COMPLETE,825,37,Bridgestone e6 Straight Distance NFL Tennesse,3.198.999.977,2/19/2017 6:58,First Class
DEBIT,2,1,2.698.999.977,Late delivery,1,Accessories,EE. UU.,4,Consumer,Brasil,5/22/2015 15:23,9704,24239,2.498.999.977,5,1.249.499.969,1.199.499.969,2.698.999.977,South America,Paraíba,COMPLETE,905,40,Team Golf Texas Longhorns Putter Grip,2.498.999.977,5/24/2015 15:23,First Class
DEBIT,2,1,1.451.300.049,Late delivery,1,Kids' Golf Clubs,EE. UU.,7584,Consumer,Brasil,6/13/2017 17:40,61294,153333,9.994.999.695,5,499.75,4.397.799.988,1.451.300.049,South America,Santa Catarina,COMPLETE,295,38,Fitbit The One Wireless Activity & Sleep Trac,9.994.999.695,6/15/2017 17:40,First Class
DEBIT,2,1,7.643.000.031,Late delivery,1,Cleats,EE. UU.,8858,Consumer,Brasil,03/07/2017 4:29,54543,136416,5.999.000.168,5,2.999.500.122,2.939.500.122,7.643.000.031,South America,São Paulo,ON_HOLD,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,03/09/2017 4:29,First Class
DEBIT,2,1,-198,Late delivery,1,Women's Apparel,EE. UU.,9740,Consumer,Brasil,5/21/2015 4:00,9603,23994,50,5,250,247.5,-198,South America,Río de Janeiro,ON_HOLD,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,5/23/2015 4:00,First Class
DEBIT,2,1,2.137.999.916,Late delivery,1,Women's Apparel,EE. UU.,4839,Consumer,Argentina,03/05/2017 7:38,54415,136080,50,5,250,237.5,2.137.999.916,South America,Buenos Aires (provincia),ON_HOLD,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,03/07/2017 7:38,First Class
DEBIT,1,0,1.085.000.038,Late delivery,1,Cardio Equipment,EE. UU.,4289,Consumer,Brasil,2/19/2017 19:13,53489,133662,9.998.999.786,1,9.998.999.786,9.598.999.786,1.085.000.038,South America,Minas Gerais,COMPLETE,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,2/20/2017 7:13,Same Day
DEBIT,1,0,2.5,Late delivery,1,Electronics,EE. UU.,784,Consumer,Brasil,2/18/2017 15:33,53410,133446,3.198.999.977,1,3.198.999.977,2.782.999.992,2.5,South America,Ceará,COMPLETE,282,13,Under Armour Women's Ignite PIP VI Slide,3.198.999.977,2/19/2017 3:33,Same Day
DEBIT,0,0,2.151.000.023,Shipping on time,0,Men's Footwear,EE. UU.,6768,Consumer,Brasil,05/08/2015 5:36,8717,21754,1.299.900.055,1,1.299.900.055,1.143.899.994,2.151.000.023,South America,São Paulo,COMPLETE,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,05/08/2015 17:36,Same Day
DEBIT,1,0,3.636.999.893,Late delivery,1,Camping & Hiking,EE. UU.,784,Consumer,Brasil,2/18/2017 15:33,53410,133448,299.980.011,1,299.980.011,290.980.011,3.636.999.893,South America,Ceará,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,2/19/2017 3:33,Same Day
DEBIT,0,0,1.214.899.979,Shipping on time,0,Camping & Hiking,EE. UU.,11473,Consumer,Brasil,3/30/2015 3:01,6038,15054,299.980.011,1,299.980.011,269.980.011,1.214.899.979,South America,Rio Grande do Sul,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,3/30/2015 15:01,Same Day
DEBIT,1,0,1.244.899.979,Late delivery,1,Camping & Hiking,EE. UU.,11437,Consumer,Brasil,5/31/2017 19:36,60409,151173,299.980.011,1,299.980.011,2.489.799.957,1.244.899.979,South America,Espíritu Santo,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,06/01/2017 7:36,Same Day
DEBIT,1,0,-8.998.999.786,Late delivery,1,Camping & Hiking,EE. UU.,6307,Consumer,Brasil,02/09/2015 17:17,2722,6814,299.980.011,1,299.980.011,2.399.799.957,-8.998.999.786,South America,Santa Catarina,COMPLETE,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,02/10/2015 5:17,Same Day
DEBIT,1,0,1.176.000.023,Late delivery,1,Hunting & Shooting,EE. UU.,2758,Consumer,Brasil,2/18/2015 22:00,3352,8328,2.998.999.977,1,2.998.999.977,2.398.999.977,1.176.000.023,South America,São Paulo,COMPLETE,977,44,ENO Atlas Hammock Straps,2.998.999.977,2/19/2015 10:00,Same Day
DEBIT,1,0,3.693.999.863,Late delivery,1,Men's Footwear,EE. UU.,6285,Consumer,Brasil,03/04/2017 14:07,54365,135947,1.299.900.055,1,1.299.900.055,1.273.899.994,3.693.999.863,South America,São Paulo,ON_HOLD,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,03/05/2017 2:07,Same Day
DEBIT,1,0,4.895.000.076,Late delivery,1,Cleats,EE. UU.,11988,Consumer,Brasil,01/12/2015 20:49,814,2023,5.999.000.168,2,1.199.800.034,1.019.800.034,4.895.000.076,South America,Paraná,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,1/13/2015 8:49,Same Day
DEBIT,0,0,3.640.000.153,Shipping on time,0,Cleats,EE. UU.,1474,Consumer,Argentina,04/09/2017 2:31,56798,142046,5.999.000.168,2,1.199.800.034,9.837.999.725,3.640.000.153,South America,Santa Fe,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,04/09/2017 14:31,Same Day
DEBIT,0,0,1.528.999.996,Shipping on time,0,Girls' Apparel,EE. UU.,1474,Consumer,Argentina,04/09/2017 2:31,56798,142048,30,2,60,5.879.999.924,1.528.999.996,South America,Santa Fe,COMPLETE,564,26,Nike Men's Deutschland Weltmeister Winners Bl,30,04/09/2017 14:31,Same Day
DEBIT,0,0,7.949.999.809,Shipping on time,0,Shop By Sport,EE. UU.,1474,Consumer,Argentina,04/09/2017 2:31,56798,142047,3.999.000.168,2,7.998.000.336,7.037.999.725,7.949.999.809,South America,Santa Fe,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,04/09/2017 14:31,Same Day
DEBIT,1,0,-0.910000026,Late delivery,1,Shop By Sport,EE. UU.,6307,Consumer,Brasil,02/09/2015 17:17,2722,6815,3.999.000.168,2,7.998.000.336,7.037.999.725,-0.910000026,South America,Santa Catarina,COMPLETE,627,29,Under Armour Girls' Toddler Spine Surge Runni,3.999.000.168,02/10/2015 5:17,Same Day
DEBIT,0,0,1.094.000.015,Shipping on time,0,Cleats,EE. UU.,11473,Consumer,Brasil,3/30/2015 3:01,6038,15057,5.999.000.168,4,2.399.600.067,2.327.599.945,1.094.000.015,South America,Rio Grande do Sul,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,3/30/2015 15:01,Same Day
DEBIT,0,0,8.062.999.725,Shipping on time,0,Cleats,EE. UU.,11473,Consumer,Brasil,3/30/2015 3:01,6038,15055,5.999.000.168,4,2.399.600.067,2.303.600.006,8.062.999.725,South America,Rio Grande do Sul,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,3/30/2015 15:01,Same Day
DEBIT,1,0,2.904.000.092,Late delivery,1,Cleats,EE. UU.,2091,Consumer,Argentina,01/02/2015 15:35,114,263,5.999.000.168,4,2.399.600.067,2.183.600.006,2.904.000.092,South America,Chaco,COMPLETE,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,01/03/2015 3:35,Same Day
DEBIT,1,0,69.75,Late delivery,1,Women's Apparel,EE. UU.,11988,Consumer,Brasil,01/12/2015 20:49,814,2022,50,4,200,186,69.75,South America,Paraná,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,1/13/2015 8:49,Same Day
DEBIT,0,0,43.5,Shipping on time,0,Women's Apparel,EE. UU.,1474,Consumer,Argentina,04/09/2017 2:31,56798,142045,50,4,200,150,43.5,South America,Santa Fe,COMPLETE,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,04/09/2017 14:31,Same Day
PAYMENT,5,2,2.520.000.076,Late delivery,1,Cleats,EE. UU.,7509,Corporate,Brasil,4/16/2015 0:01,7194,18009,5.999.000.168,4,2.399.600.067,1.799.700.012,2.520.000.076,South America,São Paulo,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,4/21/2015 0:01,Second Class
PAYMENT,5,2,4.259.999.847,Late delivery,1,Women's Apparel,EE. UU.,7698,Corporate,Brasil,2/17/2017 11:10,53329,133249,50,4,200,200,4.259.999.847,South America,Rondônia,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,2/22/2017 11:10,Second Class
PAYMENT,6,2,1.190.999.985,Late delivery,1,Women's Apparel,EE. UU.,11753,Corporate,Brasil,2/26/2015 4:28,3850,9571,50,4,200,189,1.190.999.985,South America,Distrito Federal,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,03/04/2015 4:28,Second Class
PAYMENT,5,2,5.045.999.908,Late delivery,1,Women's Apparel,EE. UU.,4226,Corporate,Brasil,02/06/2017 15:55,52589,131450,50,4,200,174,5.045.999.908,South America,Rio Grande do Sul,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,02/11/2017 15:55,Second Class
PAYMENT,3,2,25.5,Late delivery,1,Women's Apparel,EE. UU.,6623,Corporate,Brasil,02/11/2015 16:35,2857,7164,50,4,200,170,25.5,South America,Minas Gerais,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,2/14/2015 16:35,Second Class
PAYMENT,4,2,59.5,Late delivery,1,Women's Apparel,EE. UU.,11546,Corporate,Brasil,02/06/2017 15:34,52588,131443,50,4,200,170,59.5,South America,Rio Grande do Sul,PENDING_PAYMENT,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,02/10/2017 15:34,Second Class
PAYMENT,2,2,3.380.000.114,Shipping on time,0,Electronics,EE. UU.,3713,Corporate,Argentina,04/02/2015 7:24,6256,15648,4.799.000.168,4,1.919.600.067,1.689.199.982,3.380.000.114,South America,Santa Fe,PENDING_PAYMENT,818,37,Titleist Pro V1x Golf Balls,4.799.000.168,04/04/2015 7:24,Second Class
PAYMENT,6,2,460.699.997,Late delivery,1,Electronics,EE. UU.,2455,Corporate,Brasil,5/28/2015 8:22,10095,25223,3.198.999.977,4,1.279.599.991,9.597.000.122,460.699.997,South America,Ceará,PENDING_PAYMENT,828,37,Bridgestone e6 Straight Distance NFL San Dieg,3.198.999.977,06/03/2015 8:22,Second Class
PAYMENT,2,2,2.890.999.985,Shipping on time,0,Cardio Equipment,EE. UU.,5054,Corporate,Argentina,2/25/2017 10:48,53876,134718,9.998.999.786,5,4.999.500.122,4.899.500.122,2.890.999.985,South America,Buenos Aires,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,2/27/2017 10:48,Second Class
PAYMENT,6,2,6.694.999.695,Late delivery,1,Boxing & MMA,EE. UU.,7176,Corporate,Brasil,05/08/2015 18:54,8755,21844,5.497.000.122,5,2.748.500.061,2.308.699.951,6.694.999.695,South America,São Paulo,PENDING_PAYMENT,249,12,Under Armour Women's Micro G Skulpt Running S,5.497.000.122,5/14/2015 18:54,Second Class
PAYMENT,2,2,1.274.800.034,Shipping on time,0,Cleats,EE. UU.,5054,Corporate,Argentina,2/25/2017 10:48,53876,134717,5.999.000.168,5,2.999.500.122,2.549.600.067,1.274.800.034,South America,Buenos Aires,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,2/27/2017 10:48,Second Class
PAYMENT,5,2,-2.048.800.049,Late delivery,1,Cleats,EE. UU.,2667,Corporate,Argentina,3/30/2015 6:53,6049,15085,5.999.000.168,5,2.999.500.122,2.459.600.067,-2.048.800.049,South America,Chaco,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,04/04/2015 6:53,Second Class
PAYMENT,5,2,1.368.000.031,Late delivery,1,Electronics,EE. UU.,2988,Corporate,Brasil,02/03/2017 2:05,52344,130809,3.198.999.977,5,1.599.499.969,1.519.499.969,1.368.000.031,South America,Marañón,PENDING_PAYMENT,825,37,Bridgestone e6 Straight Distance NFL Tennesse,3.198.999.977,02/08/2017 2:05,Second Class
PAYMENT,6,2,3.068.000.031,Late delivery,1,Trade-In,EE. UU.,7176,Corporate,Brasil,05/08/2015 18:54,8755,21845,2.198.999.977,5,1.099.499.969,102.25,3.068.000.031,South America,São Paulo,PENDING_PAYMENT,917,41,Glove It Women's Mod Oval 3-Zip Carry All Gol,2.198.999.977,5/14/2015 18:54,Second Class
PAYMENT,4,2,6.047.000.122,Late delivery,1,Electronics,EE. UU.,11546,Corporate,Brasil,02/06/2017 15:34,52588,131444,4.799.000.168,5,2.399.499.969,2.159.600.067,6.047.000.122,South America,Rio Grande do Sul,PENDING_PAYMENT,822,37,Titleist Pro V1x High Numbers Golf Balls,4.799.000.168,02/10/2017 15:34,Second Class
PAYMENT,2,4,6.115.000.153,Advance shipping,0,Men's Footwear,EE. UU.,6969,Corporate,Brasil,4/17/2017 14:46,57381,143529,1.299.900.055,1,1.299.900.055,1.247.900.009,6.115.000.153,South America,Santa Catarina,PAYMENT_REVIEW,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,4/19/2017 14:46,Standard Class
PAYMENT,6,4,22.5,Late delivery,1,Shop By Sport,EE. UU.,2335,Corporate,Brasil,6/13/2017 21:31,61305,153368,1.999.900.055,1,1.999.900.055,1.799.900.055,22.5,South America,Marañón,PAYMENT_REVIEW,625,29,Nike Men's Kobe IX Elite Low Basketball Shoe,1.999.900.055,6/19/2017 21:31,Standard Class
PAYMENT,2,4,1.436.999.989,Advance shipping,0,Women's Apparel,EE. UU.,3131,Corporate,Brasil,04/09/2017 7:04,56811,142090,50,1,50,42.5,1.436.999.989,South America,Tocantins,PAYMENT_REVIEW,502,24,Nike Men's Dri-FIT Victory Golf Polo,50,04/11/2017 7:04,Standard Class
PAYMENT,5,4,-7.805.999.756,Late delivery,1,Fishing,EE. UU.,11904,Corporate,Brasil,5/24/2015 12:56,9834,24545,399.980.011,1,399.980.011,327.980.011,-7.805.999.756,South America,Bahía,PAYMENT_REVIEW,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/29/2015 12:56,Standard Class
PAYMENT,2,4,7.440.000.153,Advance shipping,0,Camping & Hiking,EE. UU.,6969,Corporate,Brasil,4/17/2017 14:46,57381,143528,299.980.011,1,299.980.011,2.399.799.957,7.440.000.153,South America,Santa Catarina,PAYMENT_REVIEW,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,4/19/2017 14:46,Standard Class
PAYMENT,5,4,-5.599.699.707,Late delivery,1,Fishing,EE. UU.,11904,Corporate,Brasil,5/24/2015 12:56,9834,24544,399.980.011,1,399.980.011,319.980.011,-5.599.699.707,South America,Bahía,PAYMENT_REVIEW,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/29/2015 12:56,Standard Class
PAYMENT,2,4,65.25,Advance shipping,0,Camping & Hiking,EE. UU.,6969,Corporate,Brasil,4/17/2017 14:46,57381,143527,299.980.011,1,299.980.011,2.249.900.055,65.25,South America,Santa Catarina,PAYMENT_REVIEW,957,43,Diamondback Women's Serene Classic Comfort Bi,299.980.011,4/19/2017 14:46,Standard Class
PAYMENT,5,4,-6.749.699.707,Late delivery,1,Fishing,EE. UU.,11904,Corporate,Brasil,5/24/2015 12:56,9834,24543,399.980.011,1,399.980.011,2.999.899.902,-6.749.699.707,South America,Bahía,PAYMENT_REVIEW,1004,45,Field & Stream Sportsman 16 Gun Fire Safe,399.980.011,5/29/2015 12:56,Standard Class
PAYMENT,3,4,47.25,Advance shipping,0,Cardio Equipment,EE. UU.,6154,Corporate,Brasil,5/23/2015 9:57,9757,24358,9.998.999.786,1,9.998.999.786,9.448.999.786,47.25,South America,Río de Janeiro,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,5/26/2015 9:57,Standard Class
PAYMENT,6,4,1.368.999.958,Late delivery,1,Electronics,EE. UU.,1638,Corporate,Brasil,02/01/2015 14:08,2165,5421,3.198.999.977,1,3.198.999.977,29.75,1.368.999.958,South America,Minas Gerais,PENDING_PAYMENT,276,13,Under Armour Women's Ignite Slide,3.198.999.977,02/07/2015 14:08,Standard Class
PAYMENT,5,4,3.995.000.076,Late delivery,1,Cardio Equipment,EE. UU.,415,Corporate,Brasil,5/21/2015 11:21,9624,24035,9.998.999.786,1,9.998.999.786,8.498.999.786,3.995.000.076,South America,Sergipe,PENDING_PAYMENT,191,9,Nike Men's Free 5.0+ Running Shoe,9.998.999.786,5/26/2015 11:21,Standard Class
PAYMENT,2,4,4.068.999.863,Advance shipping,0,Men's Footwear,EE. UU.,5471,Corporate,Brasil,03/10/2017 14:07,54776,137004,1.299.900.055,1,1.299.900.055,1.299.900.055,4.068.999.863,South America,Mato Grosso,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,03/12/2017 14:07,Standard Class
PAYMENT,3,4,-1.335.999.966,Advance shipping,0,Cleats,EE. UU.,10822,Corporate,Brasil,05/06/2017 7:33,58662,146829,5.999.000.168,1,5.999.000.168,5.938.999.939,-1.335.999.966,South America,Goiás,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,05/09/2017 7:33,Standard Class
PAYMENT,3,4,3.216.999.817,Advance shipping,0,Men's Footwear,EE. UU.,1709,Corporate,Brasil,05/08/2017 10:21,58807,147192,1.299.900.055,1,1.299.900.055,1.286.900.024,3.216.999.817,South America,Rio Grande do Sul,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,05/11/2017 10:21,Standard Class
PAYMENT,4,4,1.953.000.069,Shipping on time,0,Cleats,EE. UU.,2071,Corporate,Brasil,01/05/2015 20:18,333,827,5.999.000.168,1,5.999.000.168,5.579.000.092,1.953.000.069,South America,Pernambuco,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,01/09/2015 20:18,Standard Class
PAYMENT,4,4,2.734.000.015,Shipping on time,0,Cleats,EE. UU.,157,Corporate,Brasil,3/19/2015 6:01,5293,13218,5.999.000.168,1,5.999.000.168,5.579.000.092,2.734.000.015,South America,Pernambuco,PENDING_PAYMENT,365,17,Perfect Fitness Perfect Rip Deck,5.999.000.168,3/23/2015 6:01,Standard Class
PAYMENT,3,4,-1.570.000.052,Advance shipping,0,Men's Footwear,EE. UU.,7541,Corporate,Argentina,1/24/2017 17:09,51702,129186,1.299.900.055,1,1.299.900.055,1.208.899.994,-1.570.000.052,South America,Córdoba,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,1/27/2017 17:09,Standard Class
PAYMENT,5,4,-9.272.000.122,Late delivery,1,Men's Footwear,EE. UU.,5029,Corporate,Brasil,04/04/2015 4:14,6384,15985,1.299.900.055,1,1.299.900.055,1.208.899.994,-9.272.000.122,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,04/09/2015 4:14,Standard Class
PAYMENT,3,4,5.802.999.878,Advance shipping,0,Men's Footwear,EE. UU.,9348,Corporate,Argentina,02/10/2015 3:47,2752,6901,1.299.900.055,1,1.299.900.055,1.208.899.994,5.802.999.878,South America,Chaco,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,2/13/2015 3:47,Standard Class
PAYMENT,2,4,-1.934.299.927,Advance shipping,0,Men's Footwear,EE. UU.,8653,Corporate,Argentina,2/22/2015 11:29,3596,8938,1.299.900.055,1,1.299.900.055,1.208.899.994,-1.934.299.927,South America,Buenos Aires,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,2/24/2015 11:29,Standard Class
PAYMENT,5,4,48.5,Late delivery,1,Men's Footwear,EE. UU.,5029,Corporate,Brasil,04/04/2015 4:14,6384,15984,1.299.900.055,1,1.299.900.055,1.182.900.009,48.5,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,04/09/2015 4:14,Standard Class
PAYMENT,4,4,-2.784.000.015,Shipping on time,0,Men's Footwear,EE. UU.,5744,Corporate,Brasil,03/01/2015 19:21,4098,10214,1.299.900.055,1,1.299.900.055,1.169.899.979,-2.784.000.015,South America,Río de Janeiro,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,03/05/2015 19:21,Standard Class
PAYMENT,3,4,4.095.000.076,Advance shipping,0,Men's Footwear,EE. UU.,3085,Corporate,Brasil,05/10/2017 14:54,58957,147583,1.299.900.055,1,1.299.900.055,1.169.899.979,4.095.000.076,South America,São Paulo,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,5/13/2017 14:54,Standard Class
PAYMENT,4,4,1.030.000.019,Shipping on time,0,Men's Footwear,EE. UU.,1937,Corporate,Argentina,02/11/2015 13:25,2848,7140,1.299.900.055,1,1.299.900.055,1.169.899.979,1.030.000.019,South America,Buenos Aires,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,2/15/2015 13:25,Standard Class
PAYMENT,4,4,1.864.999.962,Shipping on time,0,Men's Footwear,EE. UU.,2071,Corporate,Brasil,01/05/2015 20:18,333,830,1.299.900.055,1,1.299.900.055,1.143.899.994,1.864.999.962,South America,Pernambuco,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,01/09/2015 20:18,Standard Class
PAYMENT,2,4,2.973.999.977,Advance shipping,0,Men's Footwear,EE. UU.,7238,Corporate,Brasil,2/13/2015 19:02,3001,7481,1.299.900.055,1,1.299.900.055,1.143.899.994,2.973.999.977,South America,Pernambuco,PENDING_PAYMENT,403,18,Nike Men's CJ Elite 2 TD Football Cleat,1.299.900.055,2/15/2015 19:02,Standard Class
